county,precinct,office,district,candidate,party,absentee,mail,not_sure,election_day,votes
Sanpete,FAIRVIEW UNINCORPORATED,State Auditor,,MARK SAGE,DEM,4,9,10,38,61
Sanpete,FAIRVIEW UNINCORPORATED,State Auditor,,JOHN DOUGALL,REP,12,42,47,225,326
Sanpete,FAIRVIEW UNINCORPORATED,State Auditor,,RICHARD PROCTOR,CON,2,4,7,31,44
Sanpete,FAIRVIEW UNINCORPORATED,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,FAIRVIEW UNINCORPORATED,State Treasurer,,CHRISTOPHER STOUT,DEM,7,11,11,41,70
Sanpete,FAIRVIEW UNINCORPORATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,1,2,18,21
Sanpete,FAIRVIEW UNINCORPORATED,State Treasurer,,RICHARD K. ELLIS,REP,11,44,50,231,336
Sanpete,FAIRVIEW UNINCORPORATED,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,FAIRVIEW UNINCORPORATED,State Senate,24,RALPH OKERLUND,REP,12,49,47,242,350
Sanpete,FAIRVIEW UNINCORPORATED,State Senate,24,TRESTIN MEACHAM,CON,4,7,11,46,68
Sanpete,FAIRVIEW UNINCORPORATED,State Senate,24,Write-ins,,0,0,1,0,1
Sanpete,FAIRVIEW UNINCORPORATED,State House,58,SPENCER J. COX,REP,15,54,60,288,417
Sanpete,FAIRVIEW UNINCORPORATED,State House,58,Write-ins,,1,0,1,0,2
Sanpete,FAIRVIEW UNINCORPORATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,14,55,59,278,406
Sanpete,FAIRVIEW UNINCORPORATED,COUNTY COMM A,,Write-ins,,2,0,1,5,8
Sanpete,FAIRVIEW UNINCORPORATED,DISTRICT COURT -BAGLEY,,YES,,11,44,44,202,301
Sanpete,FAIRVIEW UNINCORPORATED,DISTRICT COURT -BAGLEY,,NO,,6,9,20,68,103
Sanpete,FAIRVIEW UNINCORPORATED,AMENDMENT A,,FOR,,9,23,22,114,168
Sanpete,FAIRVIEW UNINCORPORATED,AMENDMENT A,,AGAINST,,9,32,41,171,253
Sanpete,FAIRVIEW UNINCORPORATED,AMENDMENT B,,FOR,,14,41,35,192,282
Sanpete,FAIRVIEW UNINCORPORATED,AMENDMENT B,,AGAINST,,4,17,33,104,158
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,REPUBLICAN,REP,6,10,0,115,131
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,DEMOCRATIC,DEM,3,3,0,12,18
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,2,2
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,President,,Registered Voters,,,,,,503
Sanpete,FOUNTAIN GREEN,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,President,,MITT ROMNEY,REP,18,21,4,323,366
Sanpete,FOUNTAIN GREEN,President,,BARACK OBAMA,DEM,4,5,0,40,49
Sanpete,FOUNTAIN GREEN,President,,GARY JOHNSON,LIB,0,0,0,1,1
Sanpete,FOUNTAIN GREEN,President,,VIRGIL GOODE,CON,0,0,0,3,3
Sanpete,FOUNTAIN GREEN,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,President,,Write-ins,,0,0,0,1,1
Sanpete,FOUNTAIN GREEN,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,1,0,0,21,22
Sanpete,FOUNTAIN GREEN,U.S. Senate,,SCOTT HOWELL,DEM,6,7,2,55,70
Sanpete,FOUNTAIN GREEN,U.S. Senate,,ORRIN G. HATCH,REP,14,19,2,287,322
Sanpete,FOUNTAIN GREEN,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,3,3
Sanpete,FOUNTAIN GREEN,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,U.S. House,4,MIA B. LOVE,REP,15,16,2,247,280
Sanpete,FOUNTAIN GREEN,U.S. House,4,JIM L VEIN,LIB,7,0,0,7,14
Sanpete,FOUNTAIN GREEN,U.S. House,4,JIM MATHESON,DEM,0,10,2,111,123
Sanpete,FOUNTAIN GREEN,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,Governor ,,PETER S. COOKE,DEM,5,6,1,50,62
Sanpete,FOUNTAIN GREEN,Governor ,,KEN LARSEN,LIB,0,0,0,6,6
Sanpete,FOUNTAIN GREEN,Governor ,,KIRK D PEARSON,CON,1,0,0,15,16
Sanpete,FOUNTAIN GREEN,Governor ,,GARY R. HERBERT,REP,16,20,3,295,334
Sanpete,FOUNTAIN GREEN,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,Attorney General,,DEE W. SMITH,DEM,7,8,0,48,63
Sanpete,FOUNTAIN GREEN,Attorney General,,JOHN SWALLOW,REP,14,18,4,280,316
Sanpete,FOUNTAIN GREEN,Attorney General,,W. ANDREW McCULLOUGH,LIB,1,0,0,25,26
Sanpete,FOUNTAIN GREEN,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,State Auditor,,MARK SAGE,DEM,6,5,0,51,62
Sanpete,FOUNTAIN GREEN,State Auditor,,JOHN DOUGALL,REP,13,21,4,270,308
Sanpete,FOUNTAIN GREEN,State Auditor,,RICHARD PROCTOR,CON,2,0,0,30,32
Sanpete,FOUNTAIN GREEN,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,State Treasurer,,CHRISTOPHER STOUT,DEM,5,5,1,55,66
Sanpete,FOUNTAIN GREEN,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,0,16,16
Sanpete,FOUNTAIN GREEN,State Treasurer,,RICHARD K. ELLIS,REP,16,21,3,278,318
Sanpete,FOUNTAIN GREEN,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,State Senate,24,RALPH OKERLUND,REP,18,21,4,298,341
Sanpete,FOUNTAIN GREEN,State Senate,24,TRESTIN MEACHAM,CON,2,1,0,49,52
Sanpete,FOUNTAIN GREEN,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,FOUNTAIN GREEN,State House,58,SPENCER J. COX,REP,19,22,3,340,384
Sanpete,FOUNTAIN GREEN,State House,58,Write-ins,,0,1,1,2,4
Sanpete,FOUNTAIN GREEN,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,19,22,4,336,381
Sanpete,FOUNTAIN GREEN,COUNTY COMM A,,Write-ins,,0,1,0,1,2
Sanpete,FOUNTAIN GREEN,DISTRICT COURT -BAGLEY,,YES,,7,15,2,242,266
Sanpete,FOUNTAIN GREEN,DISTRICT COURT -BAGLEY,,NO,,8,5,2,68,83
Sanpete,FOUNTAIN GREEN,AMENDMENT A,,FOR,,5,7,2,169,183
Sanpete,FOUNTAIN GREEN,AMENDMENT A,,AGAINST,,13,16,2,162,193
Sanpete,FOUNTAIN GREEN,AMENDMENT B,,FOR,,7,15,3,241,266
Sanpete,FOUNTAIN GREEN,AMENDMENT B,,AGAINST,,11,8,1,97,117
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,REPUBLICAN,REP,0,0,1,5,6
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,1,0,0,1
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0,0
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,WALES MUNICIPAL,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,WALES MUNICIPAL,President,,Registered Voters,,,,,,166
Sanpete,WALES MUNICIPAL,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,WALES MUNICIPAL,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,WALES MUNICIPAL,President,,MITT ROMNEY,REP,1,0,107,8,116
Sanpete,WALES MUNICIPAL,President,,BARACK OBAMA,DEM,0,2,23,0,25
Sanpete,WALES MUNICIPAL,President,,GARY JOHNSON,LIB,0,0,1,0,1
Sanpete,WALES MUNICIPAL,President,,VIRGIL GOODE,CON,0,0,0,0,0
Sanpete,WALES MUNICIPAL,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,WALES MUNICIPAL,President,,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,0,5,0,5
Sanpete,WALES MUNICIPAL,U.S. Senate,,SCOTT HOWELL,DEM,0,2,33,1,36
Sanpete,WALES MUNICIPAL,U.S. Senate,,ORRIN G. HATCH,REP,1,0,90,6,97
Sanpete,WALES MUNICIPAL,U.S. Senate,,DANIEL GEERY,JUS,0,0,1,0,1
Sanpete,WALES MUNICIPAL,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,WALES MUNICIPAL,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,U.S. House,4,MIA B. LOVE,REP,0,0,89,7,96
Sanpete,WALES MUNICIPAL,U.S. House,4,JIM L VEIN,LIB,1,0,2,1,4
Sanpete,WALES MUNICIPAL,U.S. House,4,JIM MATHESON,DEM,0,2,41,0,43
Sanpete,WALES MUNICIPAL,U.S. House,4,Write-ins,,0,0,2,0,2
Sanpete,WALES MUNICIPAL,Governor ,,PETER S. COOKE,DEM,0,2,32,0,34
Sanpete,WALES MUNICIPAL,Governor ,,KEN LARSEN,LIB,0,0,1,0,1
Sanpete,WALES MUNICIPAL,Governor ,,KIRK D PEARSON,CON,0,0,4,0,4
Sanpete,WALES MUNICIPAL,Governor ,,GARY R. HERBERT,REP,1,0,94,8,103
Sanpete,WALES MUNICIPAL,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,Attorney General,,DEE W. SMITH,DEM,0,2,34,1,37
Sanpete,WALES MUNICIPAL,Attorney General,,JOHN SWALLOW,REP,1,0,90,6,97
Sanpete,WALES MUNICIPAL,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,5,0,5
Sanpete,WALES MUNICIPAL,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,State Auditor,,MARK SAGE,DEM,0,2,32,0,34
Sanpete,WALES MUNICIPAL,State Auditor,,JOHN DOUGALL,REP,1,0,86,7,94
Sanpete,WALES MUNICIPAL,State Auditor,,RICHARD PROCTOR,CON,0,0,9,0,9
Sanpete,WALES MUNICIPAL,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,State Treasurer,,CHRISTOPHER STOUT,DEM,0,2,32,0,34
Sanpete,WALES MUNICIPAL,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,5,1,6
Sanpete,WALES MUNICIPAL,State Treasurer,,RICHARD K. ELLIS,REP,1,0,91,6,98
Sanpete,WALES MUNICIPAL,State Treasurer,,Write-ins,,0,0,1,0,1
Sanpete,WALES MUNICIPAL,State Senate,24,RALPH OKERLUND,REP,1,1,97,7,106
Sanpete,WALES MUNICIPAL,State Senate,24,TRESTIN MEACHAM,CON,0,1,18,0,19
Sanpete,WALES MUNICIPAL,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,State House,58,SPENCER J. COX,REP,1,2,113,7,123
Sanpete,WALES MUNICIPAL,State House,58,Write-ins,,0,0,0,0,0
Sanpete,WALES MUNICIPAL,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,1,2,107,7,117
Sanpete,WALES MUNICIPAL,COUNTY COMM A,,Write-ins,,0,0,3,0,3
Sanpete,WALES MUNICIPAL,DISTRICT COURT -BAGLEY,,YES,,1,2,72,8,83
Sanpete,WALES MUNICIPAL,DISTRICT COURT -BAGLEY,,NO,,0,0,35,0,35
Sanpete,WALES MUNICIPAL,AMENDMENT A,,FOR,,0,0,58,4,62
Sanpete,WALES MUNICIPAL,AMENDMENT A,,AGAINST,,1,2,54,2,59
Sanpete,WALES MUNICIPAL,AMENDMENT B,,FOR,,0,1,91,7,99
Sanpete,WALES MUNICIPAL,AMENDMENT B,,AGAINST,,1,1,33,1,36
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,REPUBLICAN,REP,3,2,2,3,10
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,President,,Registered Voters,,,,,,226
Sanpete,NORTH SANPETE UNINCORPORATED,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,President,,MITT ROMNEY,REP,3,3,146,10,162
Sanpete,NORTH SANPETE UNINCORPORATED,President,,BARACK OBAMA,DEM,1,0,25,2,28
Sanpete,NORTH SANPETE UNINCORPORATED,President,,GARY JOHNSON,LIB,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,President,,VIRGIL GOODE,CON,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,3,0,3
Sanpete,NORTH SANPETE UNINCORPORATED,President,,Write-ins,,0,1,0,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,1,12,0,13
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,SCOTT HOWELL,DEM,1,0,33,4,38
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,ORRIN G. HATCH,REP,3,3,121,8,135
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,DANIEL GEERY,JUS,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,BILL BARRON,UNA,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. Senate,,Write-ins,,0,0,1,0,1
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. House,4,MIA B. LOVE,REP,3,4,121,7,135
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. House,4,JIM L VEIN,LIB,0,0,3,2,5
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. House,4,JIM MATHESON,DEM,1,0,52,3,56
Sanpete,NORTH SANPETE UNINCORPORATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,Governor ,,PETER S. COOKE,DEM,0,1,25,2,28
Sanpete,NORTH SANPETE UNINCORPORATED,Governor ,,KEN LARSEN,LIB,0,0,4,0,4
Sanpete,NORTH SANPETE UNINCORPORATED,Governor ,,KIRK D PEARSON,CON,0,0,12,0,12
Sanpete,NORTH SANPETE UNINCORPORATED,Governor ,,GARY R. HERBERT,REP,4,3,132,10,149
Sanpete,NORTH SANPETE UNINCORPORATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,Attorney General,,DEE W. SMITH,DEM,1,1,26,1,29
Sanpete,NORTH SANPETE UNINCORPORATED,Attorney General,,JOHN SWALLOW,REP,3,3,130,10,146
Sanpete,NORTH SANPETE UNINCORPORATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,11,0,11
Sanpete,NORTH SANPETE UNINCORPORATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,State Auditor,,MARK SAGE,DEM,0,2,21,1,24
Sanpete,NORTH SANPETE UNINCORPORATED,State Auditor,,JOHN DOUGALL,REP,3,2,121,10,136
Sanpete,NORTH SANPETE UNINCORPORATED,State Auditor,,RICHARD PROCTOR,CON,0,0,18,0,18
Sanpete,NORTH SANPETE UNINCORPORATED,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,State Treasurer,,CHRISTOPHER STOUT,DEM,0,1,24,2,27
Sanpete,NORTH SANPETE UNINCORPORATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,18,0,18
Sanpete,NORTH SANPETE UNINCORPORATED,State Treasurer,,RICHARD K. ELLIS,REP,3,3,119,9,134
Sanpete,NORTH SANPETE UNINCORPORATED,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,NORTH SANPETE UNINCORPORATED,State Senate,24,RALPH OKERLUND,REP,4,3,134,12,153
Sanpete,NORTH SANPETE UNINCORPORATED,State Senate,24,TRESTIN MEACHAM,CON,0,1,22,0,23
Sanpete,NORTH SANPETE UNINCORPORATED,State Senate,24,Write-ins,,0,0,3,0,3
Sanpete,NORTH SANPETE UNINCORPORATED,State House,58,SPENCER J. COX,REP,3,4,141,11,159
Sanpete,NORTH SANPETE UNINCORPORATED,State House,58,Write-ins,,0,0,9,0,9
Sanpete,NORTH SANPETE UNINCORPORATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,3,4,146,12,165
Sanpete,NORTH SANPETE UNINCORPORATED,COUNTY COMM A,,Write-ins,,0,0,9,0,9
